seq,title,relative_path,url
804,iTurbo系统性能调教系统,/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4eb18ab,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4eb18ab
805,人才发展战略研究,/f/xs/xmsq/view/26ef84e79d66ae67019dce3b8773224a,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019dce3b8773224a
806,提升临床科室诊疗技术、提高科室管理及发展,/f/xs/xmsq/view/26ef84e89d66aec8019d8f759ce2093d,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89d66aec8019d8f759ce2093d
807,基于城市更新需求下的城市体检,/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4eb18c1,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4eb18c1
808,ADC 赛道技术 - 交易联动尽调工具与标的库,/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4eb18ea,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4eb18ea
809,机器人具身智能大模型算法研究,/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4eb18a9,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4eb18a9
810,木雕文创产品的艺术价值、实用价值的升级,/f/xs/xmsq/view/26ef84e89cf5aeee019d3f39aaab0983,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89cf5aeee019d3f39aaab0983
811,高速齿轮箱润滑与功耗研究,/f/xs/xmsq/view/26ef84e89d66aec8019d8ecbfd8607c0,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89d66aec8019d8ecbfd8607c0
812,淮河流域气象数据质控与交叉验证,/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4eb18d4,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4eb18d4
813,装配式结构节点设计与性能开发,/f/xs/xmsq/view/26ef84e79d66ae67019dce3b877a2250,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019dce3b877a2250
814,公共安全领域智能体研究,/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4eb18b4,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4eb18b4
815,深度学习框架算法开发与落地,/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4eb18fc,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4eb18fc
816,公司核心产品外观结构优化（结合工业设计）,/f/xs/xmsq/view/26ef84e79d66ae67019daa796b8c1615,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019daa796b8c1615
817,【项目定制优先】多肽药物的结构确证,/f/xs/xmsq/view/26ef84e79d66ae67019d6c7fd7bf08f1,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019d6c7fd7bf08f1
818,嵊泗融入上海国际科技创新中心的路径研究,/f/xs/xmsq/view/26ef84e79cf5ad5f019d3c91bd5907a4,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79cf5ad5f019d3c91bd5907a4
819,工业场景模型3D打印设计,/f/xs/xmsq/view/26ef84e79cf5ad5f019d4681b76710f4,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79cf5ad5f019d4681b76710f4
820,新媒体平台运营优化,/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4eb189a,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4eb189a
821,罗布麻文创产品的开发以及推广,/f/xs/xmsq/view/26ef84e79d66ae67019d76edf5340951,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019d76edf5340951
822,营商环境优化视角下的合同纠纷案件研究,/f/xs/xmsq/view/26ef84e79d66ae67019d76edf5340957,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019d76edf5340957
823,历代中央政权治理西域史研究项目,/f/xs/xmsq/view/26ef84e79d66ae67019d76edf534096d,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019d76edf534096d
824,罗布麻纤维绿色脱胶技术及养生梳理一体化,/f/xs/xmsq/view/26ef84e79d66ae67019dbf2f11971d92,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019dbf2f11971d92
825,仿真优化软件应用项目，方向包括： 1）流体仿真方向，风机、风扇等叶轮机械噪声优化；或 2）机械装备的结构减重优化。 能完成此项目的一个或两个方向均可,/f/xs/xmsq/view/26ef84e89d66aec8019d9af2f4010af5,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89d66aec8019d9af2f4010af5
826,固体火箭发动机用缓冲垫发射行为研究,/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4eb1896,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4eb1896
827,电池热失控爆燃机理仿真与数据驱动预测方法研究,/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4eb18be,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4eb18be
828,面向 VLM 文档智能处理的模型轻量化与推理加速技术研究,/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4eb18da,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4eb18da
829,驾驶人实际道路考试外部环境感知技术研究,/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4ea1872,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4ea1872
830,马兰精神与新时代科学家精神融合研究项目,/f/xs/xmsq/view/26ef84e79d66ae67019dbf2f11971dbc,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019dbf2f11971dbc
831,中西医结合防治肿瘤研究,/f/xs/xmsq/view/26ef84e89cf5aeee019d3f39aaab096d,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89cf5aeee019d3f39aaab096d
832,非内分泌科住院糖尿病患者血糖达标率与临床结局的研究,/f/xs/xmsq/view/26ef84e79d66ae67019d76edf534096e,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019d76edf534096e
833,甲硫氨酸合成关键酶的理性设计与活性提升,/f/xs/xmsq/view/26ef84e79d66ae67019d9a85078f0d42,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019d9a85078f0d42
834,大模型算法开发与落地,/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4eb18fb,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4eb18fb
835,智能巡检装备研发,/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4eb18d0,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4eb18d0
836,复合担保体系对欠发达地区产业发展的影响研究——以新疆巴州为例,/f/xs/xmsq/view/26ef84e79d66ae67019dbf2f11971dba,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019dbf2f11971dba
837,传统客运企业运营效率提升与数字化转型策略研究,/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4eb1884,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4eb1884
838,机械三维图AI智能化参数设计,/f/xs/xmsq/view/26ef84e79cf5ad5f019d4681b76710f5,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79cf5ad5f019d4681b76710f5
839,和静县文化旅游及特色农牧产品品牌推广研究,/f/xs/xmsq/view/26ef84e89d66aec8019d8f759ce20950,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89d66aec8019d8f759ce20950
840,金融赋能国有企业增收创利研究,/f/xs/xmsq/view/26ef84e89cf5aeee019d3f39aaab096f,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89cf5aeee019d3f39aaab096f
841,轮台县国资国企改革（合并重组）项目,/f/xs/xmsq/view/26ef84e89d66aec8019d8f759ce2095d,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89d66aec8019d8f759ce2095d
842,基于AI的雷暴大风、短时强降水等强对流天气分类、分级短临预报,/f/xs/xmsq/view/26ef84e79d66ae67019d6c7fd7bf08f0,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019d6c7fd7bf08f0
843,煤矿智能化装备制造相关技术研究,/f/xs/xmsq/view/26ef84e89cf5aeee019d3f39aaab0970,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89cf5aeee019d3f39aaab0970
844,低空经济产业投资布局与发展战略研究项目,/f/xs/xmsq/view/26ef84e79d66ae67019dbf2f11971d8d,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019dbf2f11971d8d
845,合肥轨道交通发展战略落地暨“标准化+数字化”转型研究,/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4eb187c,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4eb187c
846,基于二维码的现场计量器具标识管理系统研发,/f/xs/xmsq/view/26ef84e79d66ae67019dbf2f11971dad,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019dbf2f11971dad
847,继电器产品研发大数据挖掘与处理,/f/xs/xmsq/view/26ef84e79cf5ad5f019d532aa07715e8,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79cf5ad5f019d532aa07715e8
848,有声出海,/f/xs/xmsq/view/26ef84e79cf5ad5f019d532f6fe4163e,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79cf5ad5f019d532f6fe4163e
849,激光甲烷探测装置研发,/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4eb18b7,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4eb18b7
850,智慧供热、区域能源、工商业用户绿色节能等新能源、新技术、新产品研究应用,/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4eb187f,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4eb187f
851,工业智能运维智能体(GPT),/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4eb18f1,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4eb18f1
852,15T 级全高温超导 CICC 磁体研制关键工艺研究,/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4ea1867,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4ea1867
853,聚变堆间歇运行工况下储热罐传热与流动耦合规律数值模拟,/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4eb1897,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4eb1897
854,畜禽养殖粪污开发为高效有机肥应用项目,/f/xs/xmsq/view/26ef84e79d66ae67019d76edf534095e,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019d76edf534095e
855,基层法院审管办司法数据研究与实践,/f/xs/xmsq/view/26ef84e89d66aec8019d8f759ce20960,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89d66aec8019d8f759ce20960
856,【项目定制优先】智算中心制冷负荷预测与负载响应研究,/f/xs/xmsq/view/26ef84e79d66ae67019d6c7fd7bf08ed,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019d6c7fd7bf08ed
857,干湿实验闭环药物研发平台,/f/xs/xmsq/view/26ef84e79d66ae67019d6c7fd7bf08f2,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019d6c7fd7bf08f2
858,基于时空图挖掘的城市干线信号协调需求快速识别算法研究,/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4eb1879,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4eb1879
859,花艺景观设计、 动物养护与驯导,/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4ea1871,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019db32fe4ea1871
860,3D激光雷达标定与实时行驶数据监测工具链（室内外一体机器人版）开发,/f/xs/xmsq/view/26ef84e89d66aec8019d8551bd300683,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89d66aec8019d8551bd300683
861,文旅资源开发、文创产品设计,/f/xs/xmsq/view/26ef84e79d66ae67019d95a462420bcf,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019d95a462420bcf
862,含气液体泵送过程中泵汽蚀改善,/f/xs/xmsq/view/26ef84e79cf5ad5f019cf96541ba016a,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79cf5ad5f019cf96541ba016a
863,高熵合金催化剂的高通量制备及催化加氢性能研究,/f/xs/xmsq/view/26ef84e79d66ae67019da1c6fea20ff8,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019da1c6fea20ff8
864,区域主导产业创新创业实践项目,/f/xs/xmsq/view/26ef84e89d66aec8019d67473d180236,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89d66aec8019d67473d180236
865,数智能源平台开发,/f/xs/xmsq/view/26ef84e89cf5aeee019d3d9cd9730416,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89cf5aeee019d3d9cd9730416
866,中子源时间分辨与核数据测量精度适配研究,/f/xs/xmsq/view/26ef84e79d66ae67019da1c6fea20fea,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019da1c6fea20fea
867,公司战新产业业务人员招聘及专家管理,/f/xs/xmsq/view/26ef84e89d66aec8019d674fd41c03ec,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89d66aec8019d674fd41c03ec
868,劳动人事争议调解组织建设项目,/f/xs/xmsq/view/26ef84e89d66aec8019d67473d180238,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89d66aec8019d67473d180238
869,基于滨州市劳动者职业健康检查数据评估职业性化学毒物接触者的职业健康风险,/f/xs/xmsq/view/26ef84e79cf5ad5f019d3c790efa0775,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79cf5ad5f019d3c790efa0775
870,复杂系统高频声学特性模型开发技术研究,/f/xs/xmsq/view/26ef84e89d66aec8019d776509760435,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89d66aec8019d776509760435
871,基因治疗体内递送系统开发项目,/f/xs/xmsq/view/26ef84e89d66aec8019d674be81303ae,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89d66aec8019d674be81303ae
872,AI在内容生成中的应用探索,/f/xs/xmsq/view/26ef84e89d66aec8019d776509760455,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89d66aec8019d776509760455
873,人源性抗 TfR1-FBP1 抗体的构建及筛选与治疗癫痫初步效价研究,/f/xs/xmsq/view/26ef84e79cf5ad5f019d3c790efa0774,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79cf5ad5f019d3c790efa0774
874,应用单分子荧光传感技术检测生物大分子（DNA、RNA和蛋白质）,/f/xs/xmsq/view/26ef84e79cf5ad5f019cf96541ba0174,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79cf5ad5f019cf96541ba0174
875,基于具身智能体的四转四驱线控底盘,/f/xs/xmsq/view/26ef84e89d66aec8019d8551bd300681,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89d66aec8019d8551bd300681
876,基于数据驱动的煤焦化离心压缩机复杂工况故障诊断技术研究项目,/f/xs/xmsq/view/26ef84e79cf5ad5f019cf96541ba0160,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79cf5ad5f019cf96541ba0160
877,苦卤综合利用新工艺研究开发,/f/xs/xmsq/view/26ef84e79d66ae67019db91d73321ae3,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019db91d73321ae3
878,项目落地全流程,/f/xs/xmsq/view/26ef84e79cf5ad5f019d3c790efa0772,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79cf5ad5f019d3c790efa0772
879,聚变边界加料测量数据分析与参数关联研究,/f/xs/xmsq/view/26ef84e89d66aec8019d776509760447,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89d66aec8019d776509760447
880,具身智能分拣机器人,/f/xs/xmsq/view/26ef84e89d66aec8019d8551bd30067f,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89d66aec8019d8551bd30067f
881,滨州市辉大蛋白饲料饲料业发展战略研究,/f/xs/xmsq/view/26ef84e79d66ae67019db96c464a1aec,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019db96c464a1aec
882,基于物理神经网路的功率器件温度场快速计算与反演方法：熟悉元器件温度场的有限元计算方法，采用物理神经网络模型实现模型的快速降阶计算，实现基于少数测量点的温度场快速反演,/f/xs/xmsq/view/26ef84e79d66ae67019da1c6fea20ff2,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019da1c6fea20ff2
883,人工智能领域创新创业实践项目,/f/xs/xmsq/view/26ef84e89d66aec8019d67473d180235,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89d66aec8019d67473d180235
884,基于电子海图和AIS数据的船舶智能避障智能体,/f/xs/xmsq/view/26ef84e79cf5ad5f019d3c790efa076e,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79cf5ad5f019d3c790efa076e
885,基于卫星雷达的强对流风雹短临预报AI模型研究,/f/xs/xmsq/view/26ef84e79d66ae67019d9611f1aa0c2a,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79d66ae67019d9611f1aa0c2a
886,基于晶体塑性模拟的IF钢表层梯度组织对成形表面轮廓的影响研究,/f/xs/xmsq/view/26ef84e79cf5ad5f019cf96541ba0157,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79cf5ad5f019cf96541ba0157
887,矿石识别基础模型研发,/f/xs/xmsq/view/26ef84e89d66aec8019d776509760452,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89d66aec8019d776509760452
888,生命周期数据库构建与应用研究,/f/xs/xmsq/view/26ef84e79cf5ad5f019cf96541ba0165,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79cf5ad5f019cf96541ba0165
889,社会心理服务体系建设研究,/f/xs/xmsq/view/26ef84e79cf5ad5f019d3c790efa0777,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e79cf5ad5f019d3c790efa0777
890,面向轻量化与性能平衡的汽车结构多学科优化仿真研究,/f/xs/xmsq/view/26ef84e89cf5aeee019d3d9cd9730413,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e4ff52942e3a615170469dbf915b243ddde8bbb91b1c7df56e/f/xs/xmsq/view/26ef84e89cf5aeee019d3d9cd9730413
